Year,Pasture,Patch,Pasture_Patch_Year,Robel.N,Robel.E,Robel.S,Robel.W,Avg_Robel,SD_Robel,WSG,Fescue,Sedges,CSG,Forbs,Legumes,Woody,Violets,Bare,Litter,Litter_dep,Panic,Seed_mix,Angle_of_O
2015,235,S,235_S_2015,1,1,0,1,0.75,0.5,0,16,0,16,38,63,0,0,86,0,0,0,0,.
2015,235,S,235_S_2015,0,1,2,1,1,0.816496581,3,16,0,63,16,38,0,0,86,0,0,0,3,.
2015,235,S,235_S_2015,3,2,1,2,2,0.816496581,3,16,3,38,38,38,0,0,98,0,0,0,0,.
2015,235,S,235_S_2015,2,1,0,2,1.25,0.957427108,3,3,3,16,38,38,0,0,98,0,0,0,3,.
2015,235,S,235_S_2015,0,0,6,0,1.5,3,3,3,0,16,3,86,0,0,98,0,0,0,0,.
2015,235,S,235_S_2015,3,1,3,1,2,1.154700538,3,16,0,38,16,16,0,0,98,0,0,0,0,.
2015,235,S,235_S_2015,2,2,2,2,2,0,0,0,0,98,0,0,0,0,98,0,0,0,0,.
2015,235,S,235_S_2015,1,1,1,1,1,0,0,3,0,38,3,63,0,0,98,0,0,0,0,.
2015,235,S,235_S_2015,0,0,0,0,0,0,0,16,0,63,1,63,0,0,98,0,0,1,0,.
2015,235,S,235_S_2015,4,6,5,4,4.75,0.957427108,3,3,0,38,63,38,0,0,98,0,0,0,0,.
2015,235,S,235_S_2015,1,4,0,0,1.25,1.892969449,0,16,3,16,38,63,0,0,98,0,0,0,1,.
2015,235,S,235_S_2015,2,7,3,3,3.75,2.217355783,0,3,0,63,38,16,0,0,98,0,0,1,0,.
2015,235,S,235_S_2015,0,0,0,0,0,0,3,3,0,63,3,16,0,0,86,16,0,0,0,.
2015,235,S,235_S_2015,0,0,1,1,0.5,0.577350269,0,16,0,16,1,63,0,0,98,0,0,0,0,.
2015,235,S,235_S_2015,1,1,1,1,1,0,0,16,0,38,16,38,0,0,98,0,0,0,0,.
2016,235,C,235_C_2016,1,1,2,2,1.5,0.5,3,63,3,3,3,16,0,0,3,86,0.75,0,0,.
2016,235,C,235_C_2016,1,1,0,0,0.5,0.5,1,16,0,3,16,16,0,0,16,63,0,0,38,.
2016,235,C,235_C_2016,1,1,3,1,1.5,0.866025404,3,16,16,3,16,16,0,0,16,63,0.25,0,0,.
2016,235,C,235_C_2016,0,0,0,0,0,0,38,16,38,3,3,3,0,0,63,16,0,0,38,.
2016,235,C,235_C_2016,3,3,2,3,2.75,0.433012702,38,63,38,3,16,3,0,0,63,16,13.5,0,0,.
2016,235,C,235_C_2016,3,1,1,1,1.5,0.866025404,3,63,38,3,16,3,0,0,38,16,0,0,0,.
2016,235,C,235_C_2016,3,3,3,3,3,0,63,3,0,3,38,3,0,0,63,3,0,0,38,.
2016,235,C,235_C_2016,2,1,1,1,1.25,0.433012702,3,38,63,16,16,3,0,0,63,16,0,0,38,.
2016,235,C,235_C_2016,3,1,1,0,1.25,1.089724736,16,38,38,3,16,16,0,0,38,63,0.25,0,38,.
2016,235,C,235_C_2016,3,1,1,2,1.75,0.829156198,16,3,16,3,16,3,0,0,38,38,0,0,38,.
2016,235,C,235_C_2016,1,0,0,1,0.5,0.5,38,3,63,3,3,16,0,0,3,86,0,0,1,.
2016,235,C,235_C_2016,0,0,0,0,0,0,16,16,3,3,38,16,0,0,86,3,0,0,38,.
2016,235,C,235_C_2016,2,1,1,1,1.25,0.433012702,38,16,0,3,16,16,0,0,63,16,0,0,16,.
2016,235,C,235_C_2016,2,1,2,0,1.25,0.829156198,3,38,16,3,3,16,0,0,16,63,0,0,98,.
2016,235,C,235_C_2016,1,1,2,1,1.25,0.433012702,16,38,63,16,38,3,0,0,16,86,1,0,63,.
2016,235,C,235_C_2016,1,0,0,0,0.25,0.433012702,0,0,3,16,16,16,0,0,38,38,0.5,0,0,.
2016,235,C,235_C_2016,3,3,2,2,2.5,0.5,3,16,38,16,38,38,0,0,3,86,1,0,0,.
2016,235,C,235_C_2016,3,2,0,1,1.5,1.118033989,3,3,16,38,38,38,0,0,63,16,0,0,0,.
2016,235,C,235_C_2016,2,1,3,1,1.75,0.829156198,3,0,0,38,63,16,0,0,16,86,0.25,0,0,.
2016,235,C,235_C_2016,2,1,2,1,1.5,0.5,1,16,0,38,16,38,0,0,3,86,2.25,0,0,.
2016,235,C,235_C_2016,1,1,2,2,1.5,0.5,16,3,3,38,38,38,0,0,38,38,0,2,16,.
2016,235,C,235_C_2016,0,0,0,0,0,0,0,0,0,38,16,3,0,0,38,38,0,2,1,.
2016,235,C,235_C_2016,5,3,3,7,4.5,1.658312395,38,0,3,38,38,3,0,0,38,38,1.25,0,0,.
2016,235,C,235_C_2016,5,7,4,5,5.25,1.089724736,0,0,3,86,63,3,0,0,3,86,1.25,0,16,.
2016,235,C,235_C_2016,3,2,1,3,2.25,0.829156198,1,0,38,63,38,0,0,0,3,86,0.5,0,16,.
2016,235,C,235_C_2016,1,1,0,0,0.5,0.5,0,0,0,63,3,38,3,0,3,86,1.5,0,0,.
2016,235,C,235_C_2016,1,1,1,1,1,0,3,0,3,38,16,16,0,0,16,63,0.75,1,0,.
2016,235,C,235_C_2016,0,0,1,5,1.5,2.061552813,16,0,16,16,38,63,0,0,38,63,0.75,0,38,.
2016,235,C,235_C_2016,1,1,0,0,0.5,0.5,1,0,0,16,16,16,0,0,3,86,1.25,1,0,.
2016,235,C,235_C_2016,1,1,2,1,1.25,0.433012702,3,3,3,38,16,38,0,0,3,86,0.25,0,0,.
2016,235,N,235_N_2016,1,0,1,1,0.75,0.433012702,16,0,86,16,38,38,0,0,16,63,0,0,3,.
2016,235,N,235_N_2016,2,5,5,5,4.25,1.299038106,63,0,86,16,63,3,0,0,3,86,2.75,0,38,.
2016,235,N,235_N_2016,0,0,1,1,0.5,0.5,16,0,98,3,38,3,0,0,38,16,0,2,0,.
2016,235,N,235_N_2016,1,0,2,1,1,0.707106781,16,0,0,0,63,3,0,0,63,16,0,2,1,.
2016,235,N,235_N_2016,6,2,6,5,4.75,1.639359631,0,1,86,38,86,3,0,0,16,86,0.5,2,0,.
2016,235,N,235_N_2016,1,3,2,3,2.25,0.829156198,3,0,86,3,38,16,0,0,38,63,0,2,0,.
2016,235,N,235_N_2016,3,2,6,5,4,1.58113883,0,0,98,38,63,3,0,0,16,63,7,2,16,.
2016,235,N,235_N_2016,2,1,1,2,1.5,0.5,16,0,0,3,86,3,0,0,16,63,0,2,1,.
2016,235,N,235_N_2016,3,2,2,3,2.5,0.5,0,0,16,63,38,3,0,0,3,86,1,2,0,.
2016,235,N,235_N_2016,3,5,1,3,3,1.414213562,0,0,0,16,63,3,0,0,3,86,2.25,2,0,.
2016,235,N,235_N_2016,3,1,0,0,1,1.224744871,0,0,3,16,63,16,0,0,3,63,0,2,0,.
2016,235,N,235_N_2016,3,2,2,2,2.25,0.433012702,3,0,3,16,63,1,0,0,16,63,0,1,1,.
2016,235,N,235_N_2016,6,10,5,2,5.75,2.861380786,0,0,0,16,86,1,0,0,16,63,0,1,1,.
2016,235,N,235_N_2016,1,3,2,3,2.25,0.829156198,3,3,3,16,86,16,0,0,3,86,0.5,0,0,.
2016,235,N,235_N_2016,2,3,3,4,3,0.707106781,16,3,0,3,63,16,0,0,3,86,0.5,0,16,.
2016,235,N,235_N_2016,1,1,0,0,0.5,0.5,3,0,0,0,38,3,0,0,98,3,0,0,0,.
2016,235,N,235_N_2016,1,0,0,1,0.5,0.5,0,0,3,63,38,3,0,0,16,86,0.25,0,0,.
2016,235,N,235_N_2016,5,3,3,3,3.5,0.866025404,0,3,98,38,38,16,0,0,3,86,0.5,2,0,.
2016,235,N,235_N_2016,3,2,2,2,2.25,0.433012702,3,0,38,3,63,16,0,0,63,38,0,0,0,.
2016,235,N,235_N_2016,3,3,2,1,2.25,0.829156198,0,1,38,16,38,38,0,0,16,63,1,0,0,.
2016,235,N,235_N_2016,2,3,3,2,2.5,0.5,3,1,98,3,86,16,0,0,16,63,2.75,0,0,.
2016,235,N,235_N_2016,2,1,1,3,1.75,0.829156198,3,0,0,3,86,16,0,0,16,63,0.5,0,3,.
2016,235,N,235_N_2016,2,1,1,2,1.5,0.5,16,0,0,3,86,3,0,0,16,63,0,2,16,.
2016,235,N,235_N_2016,1,1,5,1,2,1.732050808,16,0,0,3,63,16,0,0,16,63,0,2,0,.
2016,235,N,235_N_2016,3,2,1,5,2.75,1.479019946,0,0,86,63,63,38,0,0,3,86,3.5,2,0,.
2016,235,N,235_N_2016,5,2,3,4,3.5,1.118033989,1,0,16,38,86,16,0,0,16,63,0.5,2,0,.
2016,235,N,235_N_2016,0,0,1,0,0.25,0.433012702,3,0,98,3,16,63,0,0,16,63,0.5,1,0,.
2016,235,N,235_N_2016,1,1,2,5,2.25,1.639359631,3,0,98,3,63,3,0,0,16,63,0.75,1,0,.
