ButterflyTransID,Data Code,DataCodeSansHyphens,Pasture,Patch,Whittaker,Date,Nectar Observer,Nectar Data Enterer,Nectar Entry Date,Bfly Observer,Butterfly Data Enterer,Butterfly Entry Date,Round,Wind,Temperature,Cloud Cover,Start Time,End Time,Comments,Comments 2,BtflyData Checked by,NectData Checked By
1527,PYS-S2-14-R1,,Pyland South,South,2,6/25/14,Ray Moranz,Audrey McCombs,7/2/14,Ray Moranz,Ray Moranz,7/11/14,1,3.7 km/hr,26.7,2 thin,11:06,11:25,saw 3 asclepias syriaca near transect found (without the help of GPS) a marked asclepias tuberosa at 78 meters (1m south of tape) it looked great,"the disced firebreak is 10 to 15 m SOUTH of where it had been, the the GPS point is 1 m NORTH of the disced line (and is now in the west patch!!). I started transect 10 m EAST of GPS point, and went east.",Anna Holtermann,Anna Holtermann
1528,PYS-W2-14-R1,,Pyland South,West,2,6/25/14,Audrey McCombs,Audrey McCombs,7/2/14,Ray Moranz,Ray Moranz,7/11/14,1,7.0 km/hr,28.5,0,11:36,11:51:30,"walked to South Patch of PYW and found only 1 Asclepias tuberosa in bloom (the large plant just east of dead cedar, with 2 stems in early bloom, 9 stems in bud. One of the 9 in bud had been bitten off 6"" from ground.",Found dozens of small shingle oaks in south end of PYW South patch.,Anna Holtermann,Anna Holtermann
1529,PYN-S2-14-R1,,Pyland North,South,2,6/25/14,Audrey McCombs,Audrey McCombs,7/2/14,Audrey McCombs,Ray Moranz,7/11/14,1,1.1 km/hr,30.1,20 thin,13:25,13:51,,,Anna Holtermann,Anna Holtermann
1530,PYN-W2-14-R1,,Pyland North,West,2,6/25/14,Ray Moranz,Audrey McCombs,7/2/14,Ray Moranz,Ray Moranz,7/11/14,1,7.3 km/hr,28.5,3,13:26,13:42:45,"found 5 asclepias hirtella scattered thru patch,, all with their tops bitten off 3-4 inches from the ground. Then found a few that had NOT been bitten.",3 YELLOW-BILLED CUCKOOS IN RIPARIAN TREES,Anna Holtermann,Anna Holtermann
1531,PYN-N2-14-R1,,Pyland North,North,2,6/25/14,Audrey McCombs,Audrey McCombs,7/2/14,Ray Moranz,Ray Moranz,7/11/14,1,8.4 km/hr,28.1,5 thin,14:17,14:32,this slope has been intensely grazed,,Anna Holtermann,Anna Holtermann
1532,BES-N1-14-R1,,Besh,North,1,6/26/14,Audrey McCombs,Audrey McCombs,7/2/14,Ray Moranz,Ray Moranz,7/12/14,1,9.4 km/hr,29.1,45,15:22,15:33:30,"dominated by dense, tall cover of smooth brome until western end, which is dominated by exotic legumes (birdsfoot trefoil, clovers)",,Anna Holtermann,Anna Holtermann
1533,BES-C1-14-R1,,Besh,Center,1,6/26/14,Audrey McCombs,Audrey McCombs,7/2/14,Ray Moranz,Ray Moranz,7/12/14,1,7.9 km/hr,29.3,5,15:48,15:59:30,saw 2 male regals just east of transect's eastern terminus,,Anna Holtermann,Anna Holtermann
1534,BES-S1-14-R1,,Besh,South,1,6/26/14,Audrey McCombs,Audrey McCombs,7/2/14,Ray Moranz,Ray Moranz,7/12/14,1,9.9 km/hr,28.5,80 thin,16:45,16:55:30,saw male regal searching veg. for females just before transect started,,Anna Holtermann,Anna Holtermann
1535,PYW-C2-14-R1,,Pyland West,Center,2,6/30/14,Ray Moranz,Audrey McCombs,7/2/14,Ray Moranz,Anna Holtermann,8/14/14,1,10.3 km/hr,27.6,2,9:50,10:01,saw 1 wood nymph before transect started; saw about 15 very robust prairie violets @ ~77 to 83m south of transect start,,Anna Holtermann,Anna Holtermann
1536,PYW-N2-14-R1,,Pyland West,North,2,6/30/14,Audrey McCombs,Audrey McCombs,7/2/14,Audrey McCombs,Anna Holtermann,8/14/14,1,14.9 km/hr,27.8,10,10:03,10:23,,,Anna Holtermann,Anna Holtermann
1537,LTR-C2-14-R1,,Lee Trail Rd,Center,2,6/30/14,Audrey McCombs,Audrey McCombs,7/2/14,Ray Moranz,Anna Holtermann,8/14/14,1,9.0 km/hr,29.3,0,11:14,11:25:30,Audrey and I saw wild indigo duskwing lay 2 eggs on Baptista alba ~100m north of transect; Audrey saw 1 regal behind me; saw tiny Edward's hairstreak nectaring on white clover; no Asclepias blooming within 100m,,Anna Holtermann,Anna Holtermann
1538,KLT-W2-14-R1,,Kellerton Tauke,West,2,7/1/14,Ray Moranz,Audrey McCombs,7/2/14,Ray Moranz,Anna Holtermann,8/14/14,1,11.7 km/hr,24.5,10 thin,10:58,11:08,"No butterflies; purple prairie clover starting to bloom, a few florets, but 5 plants further upslope are in early full bloom; saw 1 male regal looking for females within transect area just before transect started; saw 1 wood nymph in transect after",,Anna Holtermann,Anna Holtermann
1539,ACCIDENTAL ROW,,Sterner,North,1,7/1/14,Ray Moranz,Audrey McCombs,7/2/14,,,,,,,,,,no butterfly data collected; became accidental row,,Anna Holtermann,Anna Holtermann
1540,KLT-E2-14-R1,,Kellerton Tauke,East,2,7/1/14,Audrey McCombs,Audrey McCombs,7/2/14,Audrey McCombs,Anna Holtermann,8/19/14,1,7.0 km/hr,25,50 thin,11:21,11:40,,,Anna Holtermann,Anna Holtermann
1541,KLT-S2-14-R1,,Kellerton Tauke,South,2,7/1/14,Audrey McCombs,Audrey McCombs,7/2/14,Ray Moranz,Anna Holtermann,8/19/14,1,7.4 km/hr,23.3,10 thin,10:06,10:15:30,,,Anna Holtermann,Anna Holtermann
1542,RCH-C1-14-R1,,Richardson,Center,1,7/1/14,Audrey McCombs,Audrey McCombs,7/2/14,Ray Moranz,Anna Holtermann,8/19/14,1,9.5 km/hr,25.2,2,12:54,13:05:45,this used to be Richardson W2; saw 1 great spanged fritillary just after transect ended,,Anna Holtermann,Anna Holtermann
1543,RCH-E1-14-R1,,Richardson,East,1,7/1/14,Audrey McCombs,Audrey McCombs,7/2/14,Ray Moranz,Anna Holtermann,8/19/14,1,3.4 km/hr,27,15,13:28,13:39:15,,,Anna Holtermann,Anna Holtermann
1544,STE-N2-14-R1,,Sterner,North,2,7/1/14,Audrey McCombs,Audrey McCombs,7/2/14,Audrey McCombs,Anna Holtermann,8/25/14,1,13.6 km/hr,26,50,15:30,15:44,,,Anna Holtermann,Anna Holtermann
1545,PAW-E2-14-R1,,Pawnee Prairie,East,2,7/3/14,Ray Moranz,Audrey McCombs,7/20/14,Ray Moranz,Anna Holtermann,8/25/14,1,2.6 km/hr,30,0,17:40,18:00,"Why is there no Asclepias hirtella @ Pawnee? All the regals but 2 or 3 were to the east, where there are dozens of Asclepias tuberosa; did it backwards (south to north)",,Anna Holtermann,Anna Holtermann
1546,PAW-W2-14-R1,,Pawnee Prairie,West,2,7/3/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,8/25/14,1,3.2 km/hr,28.2,0,17:40,18:03,,,Anna Holtermann,Anna Holtermann
1547,PAW-S2-14-R1,,Pawnee Prairie,South,2,7/3/14,Audrey McCombs,Audrey McCombs,7/20/14,Ray Moranz,Anna Holtermann,8/27/14,1,1.1 km/hr,31,5,16:58,17:11,,,Anna Holtermann,Anna Holtermann
1548,FRN-S1-14-R1,,Frank North,South,1,7/4/14,Audrey McCombs,Audrey McCombs,7/20/14,Ray Moranz,Anna Holtermann,8/27/14,1,8.8 km/hr,26,0,14:50,15:00:15,"fescue wasteland - no flowers; created point ""FRN S 1"" in Garmin @ east end of transect; transect goes east to west;",,Anna Holtermann,Anna Holtermann
1549,FRN-E1-14-R1,,Frank North,East,1,7/4/14,Audrey McCombs,Audrey McCombs,7/20/14,Ray Moranz,Anna Holtermann,8/27/14,1,6.9 km/hr,25.2,0,13:30,13:41,"transect goes 100m due south from GPS point ""FRN E 1"" (in all 4 Garmins); Wow! Very high fescue cover and little else.",,Anna Holtermann,Anna Holtermann
1550,FRN-N1-14-R1,,Frank North,North,1,7/4/14,Audrey McCombs,Audrey McCombs,7/20/14,Ray Moranz,Anna Holtermann,8/27/14,1,7.7 km/hr,25.8,0,14:08,14:19:15,performed from south to north; there is a very large colony of musle thistle blooming about 140m NE of transect's GPS point,,Anna Holtermann,Anna Holtermann
1551,STE-S2-14-R1,,Sterner,South,2,7/4/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,8/27/14,1,7.1 km/hr,23.9,0,11:23,11:37,,,Anna Holtermann,Anna Holtermann
1552,STE-N1-14-R1,,Sterner,North,1,7/4/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,8/27/14,1,4.6 km/hr,23,0,10:35,10:49,,,Anna Holtermann,Anna Holtermann
1553,KLN-E1-14-R2,,Kellerton North,East,1,7/4/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,8/27/14,2,9.5 km/hr,26.1,70 thin,18:02,18:16,,,Anna Holtermann,Anna Holtermann
1554,KLN-C1-14-R2,,Kellerton North,Center,1,7/4/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,8/27/14,2,3.4 km/hr,26.3,70 thin,17:33,17:47,,,Anna Holtermann,Anna Holtermann
1555,KLN-W1-14-R2,,Kellerton North,West,1,7/4/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,8/27/14,2,5.0 km/hr,27.1,20 thin,16:38,16:51,"saw 1 regal, 2 pearl crescents, and 1 wood nymph off-transect",,Anna Holtermann,Anna Holtermann
1556,RIS-N1-14-R2,,Ringgold South,North,1,7/7/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,1.0 km/hr,29.6,0,10:07,10:42,,,Anna Holtermann,Anna Holtermann
1557,RIS-C1-14-R2,,Ringgold South,Center,1,7/7/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,6.3 km/hr,29.5,0,11:43,12:00,,,Anna Holtermann,Anna Holtermann
1558,RIS-S1-14-R2,,Ringgold South,South,1,7/7/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,1.3 km/hr,33.9,0,13:02,13:22,,,Anna Holtermann,Anna Holtermann
